1,30,50,55,45,0.4,1.15,0.5,300,1400,0.65,2,0.8,5,0.28,1
2,30,50,55,45,0.4,1.15,0.5,300,1400,0.65,2,0.8,5,0.28,0.75
3,30,50,55,45,0.4,1.15,0.5,300,1400,0.65,2,0.8,5,0.28,0
4,20,60,70,30,0.529,1.1,0.2,300,1400,0.837,2,0.823,6.58,,0
5,20,30,35,15,0.5,1.15,1.1,300,1000,0.7,2,,,,0
6,35,25,30,20,0,0.95,0.25,300,1000,0.35,2,0.6,3.41,,0
7,20,60,70,30,0.529,1.1,0.2,300,1400,0.837,2,0.823,6.58,,0.75
8,20,30,35,15,0.5,1.15,1.1,300,1000,0.7,2,,,,0.75
