RAI_1
0
0.74
0.82
14.52
6.07
0.12
0
0
0
0
0
0
0.02
0.4
2.3
0.18
0.68
0.03
0.17
0.41
0.76
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.01
0
0
0
0
0
2.26
2.87
35.94
1
0
0.07
0.01
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.01
0
0.02
0.38
0.06
0.18
2.34
5.86
0.05
0
0
0.05
0
0
0
0.19
0
0.09
0
0
0
0
0
0
0.19
0.81
1.23
0.01
0
0.01
0.11
0.56
0
0
0
0.05
0
0.32
0.06
0
0.26
2.02
6.31
0.04
0
0.09
0
0
0
0.01
0.64
6.78
8.33
0.01
0
0.04
0.29
0.13
0.01
0
0
0.01
0
0.01
0
0
0.04
0.14
0.06
0.56
1.2
0.24
0.42
0
0.1
0.86
4.67
0.48
0.4
0.08
0.14
0.06
0.03
0.03
0.06
0.08
0.08
0.16
0
0
0
0
0.63
1.86
0.14
0.13
0.07
0
0
0
0
0
0.06
0.34
4.86
16.6
6.21
0.84
1.4
5.98
3.3
0.28
0.08
0.66
0.63
0.01
0.02
0.08
0.03
0.08
0.08
0.04
0.18
0.88
1.43
0.21
0.24
0.46
0.2
0
0.12
0
0.23
2.22
6.12
3.13
3.12
0.61
0.5
0.42
0.12
0.01
0.01
0.25
0.11
0.28
0.07
0.36
0.74
2.66
6.1
0.07
0
0.03
0
0
0.61
2.13
0.8
0
0.01
0.01
0.03
0.81
6.02
3.8
0.27
0.05
0
0.04
0.16
0.33
0.12
0.2
0.15
0.02
0.02
0.36
1.36
0.09
0.15
0.04
0.03
0
0
0.09
0.01
0
0.01
0.61
2.25
0.07
1.18
1.23
1.24
0
0
0
0
0.14
1.26
1.47
0.2
0
0
0.04
3.41
5.09
0.15
0.01
0
0.08
0
0.02
0
0
0.12
0
0.07
0.02
0
0
0
0
0
0
0
0
0
0
0.03
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.38
1.86
3.42
2.22
1.02
0.94
0
0
0.01
1.01
8.09
1.17
0
0
0
0
0.03
0.04
0.04
0.04
0.01
0.1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.36
0
0.57
0.55
0.16
0.01
0.17
2.21
0.23
0.01
0.39
2.22
0.27
0.01
0.04
0
0.15
0.47
0.05
0
0
0
0
0
0
0
0.05
0
0
0.01
0
0
0.38
3.02
2.81
7.89
4.41
1.53
0.85
0.01
0
0.01
0
0.44
1.95
0.25
0.25
0
2.71
10.91
0.98
0.24
0
0
0
0
0.01
0
0
0
0.01
0.29
0.09
0.08
0
0.16
1.22
1.61
7.65
7.2
0.02
0
0.02
0.18
0
0.12
0
0
0.04
0.03
0
0
0
0
0
0
0
0
0
0.06
0
0.06
0.32
0.47
1.15
1.23
0.05
0.07
0.09
0
0
0
0.06
0
0.03
5.71
31.38
0.47
0.46
0.03
0
0
0
0
0
0
0
0.05
0.38
0.54
0
0.05
0
0.1
0.67
0.13
0.13
0.32
0.02
0
0.01
0
0.25
1.99
8.55
7.43
9.01
0.38
0.07
0.06
0.01
0
0
0
0
0
0
0.02
0.03
0.07
0.2
0
0.15
0.12
0.16
0.02
0.01
0
0.06
1.47
2.91
0.41
0.23
0.01
0.02
0.1
1.42
0.74
0
0
0.04
0.11
2.11
8.72
0.26
0.25
0.04
0.01
0
1.42
4.11
0.47
0.02
0.04
0.03
0
0.03
0.05
0.02
0.01
0.08
0.06
0.03
0
0.05
0.49
2.27
0.1
0.14
0.59
0.02
0
0
0
0.02
0
0.07
0.47
3.96
0.02
0
0
0
0.01
0.02
0
0
0
0.09
2.24
6.71
0.09
0.5
0
0.01
0.06
0
0
0.02
0.08
0.21
1.33
0.78
1.08
0.14
1.29
2.38
0.62
1.08
0.61
0.87
2.15
0.01
0
0
0
0
0
0
0.17
0.04
0.33
0.02
1.7
7.82
1.83
0
0
0.05
0.01
0.11
0.12
0.01
0
0
0
0
0
0.21
0
0
0
0
0
0.06
0.03
0.52
0.55
0
0.01
0.24
1.04
0.53
0.27
0
0.05
0.19
0
0
0
0
0
0
0
0
0.01
0.12
1.42
0.4
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.89
4.18
0.69
2.01
0.04
0
0.02
0.46
1.17
0.63
2.26
4.36
0.17
0.09
0.21
2.96
4.94
0.03
0
0.61
0.7
0.04
0
0
0
0
0
0
0
0
0.02
0
0
0
0
0
0
0
0
0
0.03
0.45
2.91
0.27
0
0
0
0
0
0
0
0
0.69
8.97
30.64
3.76
0.44
0
0
0
0
0
0
0
0
0
0.01
0
0
0
0
0.07
0
0
0
0
0
0
0.01
0.03
0.03
0.06
0.21
0.06
0.04
0
0.01
0
0
0.07
0.13
0.01
0
0
0
0.08
0.4
0
0
0.04
0
0
0
0
0
0.02
0.03
0
0
0.68
1.07
0.04
0.17
0.06
0
0
0
0
0
0
0
0.01
0
0
0
0.03
0.01
0
0
0
0
0
0.13
0.04
0.01
0
0
0
0
0
0
0
0
0
0
0
0
0
0.01
0.04
0
0
0
0
0.01
0
0
0
0
0
0
0.18
0.11
0.08
0.01
0
0
0
0
0.01
0
0.02
0
0
0
0
0
0
0
0
0
0
0.01
0.25
0.38
0.02
0
0
0
0.03
0.7
2.16
0.34
0.77
0.08
0
0
0.04
0
0.01
0.04
0
0
0
0
0.01
0.16
0
0
0
0
0
0.07
0.89
7.99
8.98
0.62
0.03
0.26
0.08
3.68
18.02
1.8
0.08
0.37
0.01
0.21
2.97
4.71
0
0
0.07
0.73
0.35
0.02
0.48
2.5
2.25
0.14
0.08
0.09
0
0.01
0.04
0.12
2.18
8.26
0.93
0.03
0.2
1.62
0.67
0.27
0
0.02
0
0.24
0.5
0.07
0.09
0.01
0.07
0.31
0.31
0.08
0.18
1.03
0.02
0.21
1.73
9.05
4.24
0.25
0.23
0.44
0.29
0.02
0
0
0
0.02
0.1
0.42
0.64
0.28
2.02
4.12
0.53
1.21
1.66
0.08
0
0
0.15
2.96
3.04
0.01
0
0.01
0.02
0.03
0
0
0.05
0.02
0
0.01
0
0
0.18
1.7
0.14
0
0.04
0.09
1
3.99
3.53
2.6
0.15
0.89
0.46
0
0
0.14
0.01
0.05
1.06
0.18
0.28
0
0.02
0
0
0
0.76
0.99
0.22
0.69
0.5
2.81
0.11
0.01
0
0
0
0.01
0
0
0
0.24
0.99
0.39
0
0
0
0
0
0
0
0
0.01
0
0
0
0
0
0.06
0.04
0.08
0
0
0
0
0
0
0.01
0
0
0
0.03
1.08
2.34
0.04
0
0
0
0
0
0.03
0
0
0
0
0
0.01
0.03
0.37
0.13
0
0.02
0.03
0.91
1.37
0
0
0
0
0.17
0.21
0.84
0.37
0.01
0
0
0
0
0.12
0.15
0
0.09
0
0
0.11
0.01
0
0
0
0
0
0
0
0
0
0
0
0
0.09
0
0.02
0.01
0
0
0
0
0
0
0
0
0
0.35
3.54
2.88
8.98
4.02
2.2
0.21
0
0
0
0
0
0
0
0
0
0.02
0.06
1.67
13.65
0.09
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.54
6.78
1.89
0.02
0.03
0
0.02
0
0
0.04
0
0
0
0.2
0.5
1.87
1.38
0.07
0.02
0
0
0
0.1
0
0.02
0.02
0.01
0
0
0
0
0.14
0.85
0.01
0
0
0
0
0
0.13
0
0
0.39
4.28
6.37
2.67
0.75
0.2
0.03
0.09
0.07
0.4
1.1
0.04
0
0
0.01
0.05
0
0
0
0.3
4.53
12.03
5.91
1.32
0.03
0.19
0.38
2.63
5.22
0.73
0.36
7.94
14.05
0.91
0.12
0.02
0.04
0.09
0.85
1.18
0.23
0.73
0.18
0.12
0.01
0.07
0.15
0.04
0.05
0
0.15
0
0
0.02
0.1
0.27
0.41
0
0
0
0.05
0.04
0.94
2.46
0.23
0.02
0.05
0.45
2.09
1.89
5.36
0
0.05
0.01
0.69
0.9
0.39
0.94
0.87
0.71
1.58
1.38
2.33
8
0.07
0.68
1.93
0
0.05
0
0
0
0.18
1.94
2.48
0.07
0
0
0.06
0.12
0.71
1.19
0.4
1.1
1.01
0.42
1.45
1.56
8.9
11.4
1.95
0.41
0.55
1.32
4.18
0.93
0.1
0.58
0
0.06
0.04
0
0
0.02
0
0
0.11
0.89
0.02
0
0
0
0.02
0
0.02
0.79
0.6
0
0
0.02
0
0
0.06
0
0
0
0
0.04
0.04
0.04
0.03
0
0.03
0.59
0.07
0.01
0.04
